,accerlation,force
0,35.778771589490944,1005.0771466859082
1,136.34669613874382,2470.9078179435146
2,-137.68262150389913,-2927.1672147641725
3,-112.10725002734982,-2559.247106706673
4,-179.40707074823408,-3740.8430317474617
5,171.99353443405167,3398.831496770716
6,8.891509680841114,-12.349878911442724
7,-75.33989985771308,-1769.7644878261167
8,86.46906609620693,1995.9135389123887
9,-35.79777518298202,-1096.3312639731523
10,33.9932929478966,339.1887936463179
11,-28.339110491545295,-272.43474533437717
12,-26.729525771877476,-476.3091444320489
13,-36.50159395492132,-390.80373616676854
14,-15.23920585253295,-398.76141514792107
15,6.469605971303225,114.06208906038934
16,-201.7701733921135,-3737.2440174981516
17,32.12641472368888,706.8377723097195
18,162.61017769136225,2906.484710800839
19,-66.07981562040014,-1094.6758507377667
20,90.49034509360514,1645.5852604957624
21,141.25744355574278,2909.9477545648297
22,34.65493133664563,1034.6272753060587
23,101.44315589492342,1679.0241515336895
24,-168.56825879667758,-3484.7058015499356
25,-169.72703658470977,-3702.019659416027
26,2.865194469164715,-254.8592727070269
27,71.985869476644,1605.874549852057
28,-84.70049342206005,-1872.9361985843934
29,12.811357436516936,634.7558100042895
30,-158.6762401560115,-3129.0109977557763
31,-136.62855318034008,-3043.352369569399
32,-65.29145026237532,-1023.4377840213856
33,-168.89003245553153,-3348.229443636743
34,32.98264997163306,583.9128225934708
35,95.54748840118819,2150.614889031884
36,-28.3397539673691,-237.27772479052217
37,-38.68200987105325,-400.8108234752816
38,-88.85835818308931,-2096.903548422284
39,-69.21389766906091,-1279.4851241434767
40,143.66843485436968,3070.7285072818854
41,-92.93690113540129,-1736.8454513521299
42,5.922502753581007,-35.946033117222285
43,-144.98589800579825,-2497.671625174064
44,36.98833865752103,577.2645730288458
45,-94.22394153333785,-1727.84465598176
46,-177.4744165231556,-3360.930531347706
47,85.18502922733644,1651.429431856704
48,158.30414300093375,3399.9118301142867
49,-165.1378312707513,-3472.291290844029
50,162.54666090782496,3123.14634524175
51,1.4509987971601745,307.22638762380757
52,-164.1797179275635,-3517.986524014275
53,-100.28516977631533,-2040.869438998031
54,-51.02512266044145,-865.9605015259214
55,-185.55639451562604,-3794.12589246686
56,202.32225511744804,3747.4140415255943
57,-46.760206056342824,-741.8007228703948
58,-40.306739337468514,-1023.9481548972612
59,-94.42989698256204,-1673.2556448765565
60,149.20332774731062,3223.5428206292236
61,-90.55866889299378,-1815.3046431718133
62,133.82750354413557,2973.5944766493985
63,141.5811433852807,2630.9784764816322
64,-40.97571595412461,-506.6471427673912
65,-86.60399602239013,-1344.9852665144379
66,-138.49903370555646,-2624.384300732502
67,-122.35851832471181,-2157.699372781969
68,109.71210050363696,2225.3212395753617
69,-45.196537659265275,-648.1727836227942
70,-163.5325394593728,-3290.637665614866
71,-128.73987480124492,-2391.0577144157014
72,-102.34959560937733,-2010.9340202220892
73,-183.68972545069525,-3994.391972471179
74,-37.945249451070964,-416.3537894117691
75,-64.28937821236532,-1358.0192137461231
76,-160.67517606441152,-3385.8959165215488
77,24.001281419440115,847.0660442475051
78,-157.88295818027854,-3444.9555466897614
79,71.2833429544535,1606.0567843748042
80,-123.43412317862504,-2307.054006334565
81,139.28479551747833,2901.9918935227724
82,-33.73872673233269,-771.9347695549325
83,50.7784776371613,996.775550225831
84,-129.5155177943319,-2783.1908201550136
85,16.178463569797795,560.0050236540912
86,-77.10294264115429,-1792.2588542227115
87,-148.59544809147135,-3216.8490754662357
88,-167.91777552318806,-2943.716522254566
89,168.07109879768328,3146.7197509528605
90,-15.764656607070524,56.991353525676494
91,132.8654147853651,2276.2418449246184
92,64.45896567393333,917.4983885511859
93,76.10697258088332,1161.2691732442258
94,168.7424625164222,2996.4577185922185
95,143.75455788951706,2532.4869370592664
96,147.92643107143857,2833.8368518591087
97,21.389052859423778,522.3282261548534
98,-144.31825457597407,-2766.5247039843016
99,93.4772381434706,1521.8232801675033
100,-165.46812948210143,-3170.607161771405
101,165.96496270304183,3129.661171593568
102,54.355192039560144,715.1649166987183
103,-129.88630509121012,-2787.9802851470167
104,-154.14949572691862,-2992.0525298935104
105,-11.633734772361745,-482.1499532220594
106,62.10505894168497,1039.1965986193559
107,28.22781332739475,738.9693130183296
108,-9.46367822033016,-189.1962623933064
109,12.45278662090063,9.722480495214914
110,-39.1101442894858,-723.979926230718
111,8.734195298165059,55.48102999667833
112,-105.08440088177946,-1892.5038024146832
113,45.43937197925452,1206.5026421177195
114,-149.77304677289533,-3173.1536441936323
115,154.06373917182688,3402.626480884968
116,106.815525984835,2005.271223818632
117,-0.9985372802224077,182.5306816457508
118,-65.31000220406636,-1694.488816566885
119,27.28700129856294,250.6258002623349
120,45.96659865286637,655.592072240968
121,120.33635397235129,2275.880123196828
122,-117.44178834234829,-2343.865101877572
123,-194.74081848982007,-3789.744074611004
124,-24.298898969919748,-372.8360398031324
125,157.3565124529528,2913.872052452567
126,-142.2713285354042,-2978.674902052025
127,168.1236639499687,3484.111428723555
128,50.36496786014476,621.2685135036348
129,192.71700452380574,3671.911679119885
130,-110.38718993761762,-2226.1848299422645
131,-41.18387457162408,-528.1688596156064
132,-188.14923740133213,-3493.1144712696228
133,77.56989540008081,1623.9808176736162
134,-181.298597271942,-3828.8483521195835
135,106.6858566680661,2324.9953069677936
136,-57.12497558120109,-1321.9806273410616
137,56.746636809556506,1523.0790591670427
138,-141.2802218547946,-3207.8486844259323
139,74.48546313003533,1852.3997669863293
140,181.99660555280124,3528.676324485749
